1.Reference_Cantonese_Text	2.Whisper_ASR_Prediction	3.Reference_English_Target	4.MT_English_Prediction
二十世紀的研究顯示有兩種基因變異：隱性和顯性。	20世紀的研究顯示有兩種基因變異隱性和顯性	二 十 世 紀 的 研 究 顯 示 有 兩 種 基 因 變 異 ：隱 性 和 顯 性	Research in the 20th century has shown that there are two types of genetic variation: inward and outward.
日本政府核能機構表示已在核電廠找到放射性銫及碘。	日本政府核能機及表示在核電廠找到放射性式核電	日 本 政 府 核 能 機 構 表 示 已 在 核 電 廠 找 到 放 射 性 銫 及 碘	The Japanese government's nuclear power plant and radioactive nuclear power were found in the nuclear power plant.
請勿在建築物上做標記或塗鴉，以免破壞景點的外觀。	請密在貫注物上做標記畫圖,以免破壞景點的外觀。	請 勿 在 建 築 物 上 做 標 記 或 塗 鴉 以 免 破 壞 景 點 的 外 觀	Make a drawing of the scenery with a seal on the piercing, so as not to damage the appearance of the scenery.
53 歲的古莫今年稍早上任為州長，上個月簽署了一項將同性婚姻合法化的法案。	53歲的古墨今年稍早上任為州長,上個月簽署了一項將同性婚姻合法法的法案。	53 歲 的 古 莫 今 年 稍 早 上 任 為 州 長 上 個 月 簽 署 了 一 項 將 同 性 婚 姻 合 法 化 的 法 案	Gutierrez, 53, who became governor earlier this year, signed a bill last month to legalize same-sex marriage.
地鐵中的固定廣播只有加泰羅尼亞語，但自動化系統也會以西班牙語、英語、法語、阿拉伯語、日語等多國語言進行意料之外的插播。	地鐵中的固定廣播只有加太羅尼亞語但自動化系統也會以西班牙語、英語、法語、阿拉伯語、日語等多國語言進行熱鬧之外的插播	地 鐵 中 的 固 定 廣 播 只 有 加 泰 羅 尼 亞 語 但 自 動 化 系 統 也 會 以 西 班 牙 語 、英 語 、法 語 、阿 拉 伯 語 、日 語 等 多 國 語 言 進 行 意 料 之 外 的 插 播	The station's station is in Catalan, but the automated system will also play in Spanish, English, French, Arabic, Japanese, and many other languages.
合金基本上是兩種或以上的金屬的混合物。別忘了週期表上是有許多元素的。	合金基本上是兩種或以上的金屬的運合物別忘了周期表上是有許多元素的	合 金 基 本 上 是 兩 種 或 以 上 的 金 屬 的 混 合 物 別 忘 了 週 期 表 上 是 有 許 多 元 素 的	Alloy is basically a carrier of two or more metals, and there are many elements on the cycle table.
校外教學是學校教育重要的一環。很多時候，老師會想帶學生去公車到不了的地方。	校外教學士學校教育重要的一環,很多時候老師會想帶學生去公車道不聊的地方。	校 外 教 學 是 學 校 教 育 重 要 的 一 環 很 多 時 候 老 師 會 想 帶 學 生 去 公 車 到 不 了 的 地 方	It's a big part of the education of extracurricular teachers, and teachers often want to take students to the bus station where they're bored.
古文化與部落開始飼養牠們以便取得奶、毛、肉與皮。	古文化與布洛開始致讓他們以便取得奶、毛、肉與皮	古 文 化 與 部 落 開 始 飼 養 牠 們 以 便 取 得 奶 、毛 、肉 與 皮	Ancient cultures and the Blow began to allow them to obtain milk, fur, meat and skin.
獅子是最群居性的貓科，生活在名為獅群的大團體中。	獅子是罪群居成的貓科,生活在命為獅群的太團體中。	獅 子 是 最 群 居 性 的 貓 科 生 活 在 名 為 獅 群 的 大 團 體 中	The lion is a cat's den, and his life is in the flock of lions.
特別是，有人認為可以透過正確解讀微表情，來偵測一個人是否在說謊。	特別是有人認為可以透過正確解讀微表情來偵測一個人是否在說謊	特 別 是 有 人 認 為 可 以 透 過 正 確 解 讀 微 表 情 來 偵 測 一 個 人 是 否 在 說 謊	Especially when people think that it's possible to detect a person's lying through the correct interpretation of their facial expressions.
因為牠們長著羽毛且能夠飛翔，很多人不認為牠們是恐龍的一種。	因為它們長著羽毛熱且能夠飛翔很多人不認為它們是恐龍的一種	因 為 牠 們 長 著 羽 毛 且 能 夠 飛 翔 很 多 人 不 認 為 牠 們 是 恐 龍 的 一 種	Because they grow feathery and can fly, many people don't think they're a dinosaur species.
雖然無法確定，但我們認為牠可能有雙分舌。牠會吃烏龜、大型魚類、其他滄龍屬恐龍，甚至可能也會吃同類。	雖然無法確定,但我們認為他可能有相分洩,他會吃烏龜,帶營魚類,其他蒼龍熟恐龍,甚至可能也會吃銅類。	雖 然 無 法 確 定 但 我 們 認 為 牠 可 能 有 雙 分 舌 牠 會 吃 烏 龜 、大 型 魚 類 、其 他 滄 龍 屬 恐 龍 甚 至 可 能 也 會 吃 同 類	Although we can't be sure, we think he might have a split, he might eat crocodiles, camping fish, other dragon-like dinosaurs, and maybe even copper.
山羊似乎是在一萬年前左右，在伊朗的札格洛斯山脈首次被馴養的。	山羊似乎試了一萬年前左右在伊朗的雜格洛斯生物首次被巡洋的	山 羊 似 乎 是 在 一 萬 年 前 左 右 在 伊 朗 的 札 格 洛 斯 山 脈 首 次 被 馴 養 的	Goats seem to have been first domesticated in the Yellow Gloss in Iran about 10,000 years ago.
「Safari」一詞普遍是指欣賞壯麗的非洲野生動植物，特別是草原動植物的陸上旅行。	Savari 一詞普遍是指欣賞狀態的非洲野生動植物,特別是草原動植物的陸上旅行。	「safari」一 詞 普 遍 是 指 欣 賞 壯 麗 的 非 洲 野 生 動 植 物 特 別 是 草 原 動 植 物 的 陸 上 旅 行	Savari is a general term for the state of African wildlife, especially herbaceous plants, on land.
他們搭乘馬車返回巴黎，沿途被一群暴民包圍，民眾對著國王和王后叫囂、口出威脅。	他們搭乘馬車返回巴黎沿途被一群暴民包圍,民眾對國王和皇后驕傲,口出威脅。	他 們 搭 乘 馬 車 返 回 巴 黎 沿 途 被 一 群 暴 民 包 圍 民 眾 對 著 國 王 和 王 后 叫 囂 、口 出 威 脅	And they rode back on their chariots, and were surrounded by a mob, and they made threats against the king and the queen.
他無法服用藥物來抑制疼痛，因為奧運會禁止使用那些藥物。	他無法服用藥物來抑制疼痛,因為奧運會禁止使用納西藥物。	他 無 法 服 用 藥 物 來 抑 制 疼 痛 因 為 奧 運 會 禁 止 使 用 那 些 藥 物	He couldn't take pain medication because the Olympics banned the use of Nazi drugs.
交通流量就是研究兩地之間的個別駕駛和交通工具的移動情況，以及用路人之間的互動關係。	交通流量就是研究兩地之間的個別駕駛和交通工具的移動情況,以及用路人之間的互動關係。	交 通 流 量 就 是 研 究 兩 地 之 間 的 個 別 駕 駛 和 交 通 工 具 的 移 動 情 況 以 及 用 路 人 之 間 的 互 動 關 係	Traffic is the study of the movement of individual drivers and vehicles between two locations, and the interaction between passengers.
安琪兒（2006年）說明了連續模式，這是一個用來幫助組織達到更高績效水準的方法。	安琪兒,2006年,說明了連續模式,則是一個用來幫助組織達到更高績效水準的方法。	安 琪 兒 2006年 說 明 了 連 續 模 式 這 是 一 個 用 來 幫 助 組 織 達 到 更 高 績 效 水 準 的 方 法	In 2006, Ann Childs described the continuity model as a way to help organizations achieve higher performance levels.
離岸流是海浪打上海灘後斷開而折回的浪，通常會出現在礁石附近或類似的地方。	離岸樓時海浪打上海灘後斷開熱截回的浪通常會出現在蕉石附近或類似的地方	離 岸 流 是 海 浪 打 上 海 灘 後 斷 開 而 折 回 的 浪 通 常 會 出 現 在 礁 石 附 近 或 類 似 的 地 方	When the waves hit the beach off shore, the heat-reverse waves usually occur near the limestone or similar places.
有些郵輪行程手冊中介紹了德國柏林。如上方地圖所示，柏林並不靠海，因此造訪此城的花費並不包含在郵輪費用中。	有車遊輪行程搜刷中介紹了德國白臨,如上方地圖所示,白臨並不靠海,因此造訪此成的花費並不包括在遊輪費用中。	有 些 郵 輪 行 程 手 冊 中 介 紹 了 德 國 柏 林 如 上 方 地 圖 所 示 柏 林 並 不 靠 海 因 此 造 訪 此 城 的 花 費 並 不 包 含 在 郵 輪 費 用 中	A tour of the castle is also included in the list of German castles, as shown on the map above, which are not located by sea, so the cost of visiting the castle is not included in the cost of the castle.
亞里斯多德的所有科學問題觀點，包含心理學在內，皆被接受。	阿里斯多得的所有科學問題觀點,包括心理學在內,皆被接受。	亞 里 斯 多 德 的 所 有 科 學 問 題 觀 點 包 含 心 理 學 在 內 皆 被 接 受	All of Aristotle's scientific views, including psychology, were accepted.
除了上方晴朗美麗的天空和周圍群山，其他什麼都看不到；洞穴內部只能看到或聽到一小部分的世界。	走掉上方,晴朗美麗的天空和周圍群山,其他什麼都看不到,動越內部只能看到或聽到一小部分的世界。	除 了 上 方 晴 朗 美 麗 的 天 空 和 周 圍 群 山 其 他 什 麼 都 看 不 到 ；洞 穴 內 部 只 能 看 到 或 聽 到 一 小 部 分 的 世 界	Walking upwards, the beautiful, clear sky and the surrounding mountains, nothing else is visible, moving inward, only a small part of the world can be seen or heard.
兩名攝影師後來與一名需要如廁的老婦人交換。最後曼多薩被擊斃。	兩名攝影師後來與一名需要如此的怒富人交換,最後萬多殺被擊斃。	兩 名 攝 影 師 後 來 與 一 名 需 要 如 廁 的 老 婦 人 交 換 最 後 曼 多 薩 被 擊 斃	Two photographers were later exchanged for one of the richest people in need, who was eventually killed and beaten.
科學家希望瞭解星球形成的過程，尤其是地球，因為彗星在很久以前曾與地球相撞。	科學家希望了解星球形成的過程,尤其是地球,因為維生在恆久以前曾與地球相撞。	科 學 家 希 望 瞭 解 星 球 形 成 的 過 程 尤 其 是 地 球 因 為 彗 星 在 很 久 以 前 曾 與 地 球 相 撞	Scientists want to understand how planets form, especially the Earth, because life has collided with it long before it existed.
熱巧克力的水準符合比利時標準。果汁很貴，但非常好喝。	熱口黑力的水準符合比利時標準果汁很貴但非常好喝	熱 巧 克 力 的 水 準 符 合 比 利 時 標 準 果 汁 很 貴 但 非 常 好 喝	The standard of hot-mouth juice is Belgian, but it's expensive, and it's very tasty.
較傳統的教堂通常會在復活節週末的週六夜晚舉辦一場復活節守夜祈禱會，午夜到來時，參與的信眾會一齊慶祝耶穌的復活。	教傳統的教堂通常會在復活節週末的週六晚上舉辦一場復活節首夜祈禱會。五夜來到時,參與的信眾會一起慶祝耶穌的復活。	較 傳 統 的 教 堂 通 常 會 在 復 活 節 週 末 的 週 六 夜 晚 舉 辦 一 場 復 活 節 守 夜 祈 禱 會 午 夜 到 來 時 參 與 的 信 眾 會 一 齊 慶 祝 耶 穌 的 復 活	Traditional churches usually hold an Easter evening prayer meeting on Easter weekend on Saturday night; at five o'clock in the evening, the faithful gather to celebrate Jesus' resurrection.
摔角選手們也向露娜致敬。	出國選手們也向奴樂致敬	摔 角 選 手 們 也 向 露 娜 致 敬	Foreign players paid tribute to the band.
遺蹟群邊緣大部分的建築都已經過重建，好讓遊客更加暸解原本的樣貌。	為跡群邊緣大部分的建築都已經重建,有樣遊客更了解原本的樣貌。	遺 蹟 群 邊 緣 大 部 分 的 建 築 都 已 經 過 重 建 好 讓 遊 客 更 加 暸 解 原 本 的 樣 貌	Most of the buildings on the edge of the site have been rebuilt, and some visitors are more aware of the original look.
仍有許多當時在此的男女存活了下來，還有更多人的摯愛在此被殺害或勞動至死，不管是不是猶太。	仍有許多當時在此的男女存活了下來,還有更多的志愛在此被殺害或勞動致死,不管是不時有態。	仍 有 許 多 當 時 在 此 的 男 女 存 活 了 下 來 還 有 更 多 人 的 摯 愛 在 此 被 殺 害 或 勞 動 至 死 不 管 是 不 是 猶 太	And there were many men and women who survived, and many more willing to die, or to labor, or to die in the midst of it.
獅群的行為和狼群或狗群非常相像，這兩種動物意外地和獅子 (但不包括其他大型貓科) 相似，而且也對牠們的獵物非常狠。	屍群的行為和狼群或狗群非常相像,這兩種動物意外地和屍子,但不包括其他大型貓科,相似,而且牠們也對牠們的獵物非常狠。	獅 群 的 行 為 和 狼 群 或 狗 群 非 常 相 像 這 兩 種 動 物 意 外 地 和 獅 子 但 不 包 括 其 他 大 型 貓 科 相 似 而 且 也 對 牠 們 的 獵 物 非 常 狠	The behavior of zombies is very similar to that of wolves or dogs, which are accidentally similar to zombies, but not including other large cat breeds, and are very sensitive to their prey.
二十世紀的研究顯示有兩種基因變異：隱性和顯性。	20世紀的研究顯示有兩種基因變異隱性和顯性	二 十 世 紀 的 研 究 顯 示 有 兩 種 基 因 變 異 ：隱 性 和 顯 性	Research in the 20th century has shown that there are two types of genetic variation: inward and outward.
酸鹼值 (pH) 是根據化學物質中的氫離子含量而定（pH 的 H 就是指氫）。	尊簡直PHC根據化物質中的競離指向量而定,PHDXX值就是指興。	酸 鹼 值 ph 是 根 據 化 學 物 質 中 的 氫 離 子 含 量 而 定 ph 的 h 就 是 指 氫	PHC is the pH of the chemical compound, and PHDXX is the pH of the chemical compound.
在群島和湖泊中，您並不一定需要一隻遊艇。	在群島和湖泊中你並不一定需要一隻遊艇	在 群 島 和 湖 泊 中 您 並 不 一 定 需 要 一 隻 遊 艇	You don't necessarily need a yacht on islands and lakes.
隨著希臘學問的沒落，西方世界斷開了其與希臘哲學和科學的根源。	除在希臘學問的沒落,西方世界斷開了期與希臘哲學和科學的根源。	隨 著 希 臘 學 問 的 沒 落 西 方 世 界 斷 開 了 其 與 希 臘 哲 學 和 科 學 的 根 源	In addition to the collapse of Greek philosophy, the Western world has cut off its roots from Greek philosophy and science.
吉薩大金字塔是現今唯一仍矗立的世界七大奇蹟。	古砂大金字塔是現今唯一形促立的世界七大奇蹟	吉 薩 大 金 字 塔 是 現 今 唯 一 仍 矗 立 的 世 界 七 大 奇 蹟	The Great Sand Pyramid is the only one of the Seven Wonders of the World that has ever been built.
這種疾病存在於豬身上，然後透過蚊子傳播給人類。	這種疾病存在於豬身上透過蚊子傳播給人類	這 種 疾 病 存 在 於 豬 身 上 然 後 透 過 蚊 子 傳 播 給 人 類	This disease is transmitted to humans through mosquitoes in pigs.
通常把這些事件發生的時代稱為中古盛期，也就是歐洲歷史的 11、12 和 13 世紀（西元 1000–1300 年）。	通常把謝謝事件發生的時代稱為中古新奇,也就是歐洲歷史的十一、十二和十三世紀,篩完一千至一千三百年。	通 常 把 這 些 事 件 發 生 的 時 代 稱 為 中 古 盛 期 也 就 是 歐 洲 歷 史 的 11、12 和 13 世 紀 西 元 1000–1300 年	The period of the Thanksgiving event is commonly referred to as the Medieval Novel, the eleventh, twelfth, and thirteenth centuries of European history, which lasted from 1,000 to 1,300 years.
它作為奢華中心的名聲，約始於西元 400 年，並一路持續到西元 1100 年左右。	他作為車華中心的明星,約次於西元四百年,並一路持續到西元一千一百年左右。	它 作 為 奢 華 中 心 的 名 聲 約 始 於 西 元 400 年 並 一 路 持 續 到 西 元 1100 年 左 右	And he was the star of the center of Cheraw, after four hundred years, and he continued until about one thousand and one hundred years.
但實驗法並不是唯一，實驗是能消除一個或多個假設的測試，問問題和進行觀察也能夠引領科學研究。	但實驗法並不是唯一,實驗是能消除一個或多個假設的測試,問問題和進行觀察也能引領科學研究。	但 實 驗 法 並 不 是 唯 一 實 驗 是 能 消 除 一 個 或 多 個 假 設 的 測 試 問 問 題 和 進 行 觀 察 也 能 夠 引 領 科 學 研 究	But experimentation is not the only method, it eliminates one or more assumptions, questions and observations that lead to scientific research.
川普與土耳其總統艾爾多安通過電話後便發表這則聲明。	川普與土耳其總統艾爾多安通過電話後變發表者質聲明	川 普 與 土 耳 其 總 統 艾 爾 多 安 通 過 電 話 後 便 發 表 這 則 聲 明	Trump and Turkish President Erdogan made a phone call to the media about the quality of their statements.
阿皮亞是薩摩亞的首都。這個城鎮位於烏波盧島上，人口接近 40,000 人。	阿皮阿斯薩摩阿的首都這個城鎮位於烏波勞島上人口接近4萬人	阿 皮 亞 是 薩 摩 亞 的 首 都 這 個 城 鎮 位 於 烏 波 盧 島 上 人 口 接 近 40,000 人	The capital city of Apia Samoa is located on Uporoa Island, with a population of nearly 40,000.
昨天早上在土耳其加濟安泰普警察總部引爆的汽車炸彈，造成兩名員警死亡以及超過二十位民眾受傷。	昨天早上在土耳其家仔安泰普警察總部引爆的汽車炸彈造成兩名員警死亡以及超過20位民眾受傷	昨 天 早 上 在 土 耳 其 加 濟 安 泰 普 警 察 總 部 引 爆 的 汽 車 炸 彈 造 成 兩 名 員 警 死 亡 以 及 超 過 二 十 位 民 眾 受 傷	A car bomb exploded yesterday morning at the police headquarters in Antipolis, Turkey, killing two policemen and injuring more than 20 others.
他也參與許多國家的紙鈔雕刻工作，近期作品包括加拿大 5 元及 100 元新鈔上的總理肖像。	Taya參與許多國家的子抽雕刻工作近期作品包括加拿大五元及一百元新抽上的總理潮漲	他 也 參 與 許 多 國 家 的 紙 鈔 雕 刻 工 作 近 期 作 品 包 括 加 拿 大 5 元 及 100 元 新 鈔 上 的 總 理 肖 像	Taya has been involved in numerous national sub-draft engravings, including the recent Canadian Prime Minister's 5 and 100 dollar drafts.
「這並非結束，而只是一章的結尾和新一章的開始。」	這並非結束,而只剩一張的極美和新一張的開始	「這 並 非 結 束 而 只 是 一 章 的 結 尾 和 新 一 章 的 開 始 」	It's not the end, it's just the beginning of something new and beautiful.
較傳統的教堂通常會在復活節週末的週六夜晚舉辦一場復活節守夜祈禱會，午夜到來時，參與的信眾會一齊慶祝耶穌的復活。	教傳統的教堂通常會在復活節週末的週六晚上舉辦一場復活節首夜祈禱會五夜內到時參與的信眾會一起慶祝耶穌的復活	較 傳 統 的 教 堂 通 常 會 在 復 活 節 週 末 的 週 六 夜 晚 舉 辦 一 場 復 活 節 守 夜 祈 禱 會 午 夜 到 來 時 參 與 的 信 眾 會 一 齊 慶 祝 耶 穌 的 復 活	Traditional churches usually hold an Easter prayer service on the Saturday evening of Easter weekend, and the faithful who attend the five-night prayer service celebrate Jesus' resurrection together.
許多德國的烘焙食品中常含有杏仁、榛果和其他木本堅果。而熱門的蛋糕品項通常特別適合搭配一杯濃厚的咖啡。	許多德國的烘焙食品中常有恨人、津果或其他木本經過而熱碗的蛋糕品項通常特別配合配搭一杯濃厚的咖啡	許 多 德 國 的 烘 焙 食 品 中 常 含 有 杏 仁 、榛 果 和 其 他 木 本 堅 果 而 熱 門 的 蛋 糕 品 項 通 常 特 別 適 合 搭 配 一 杯 濃 厚 的 咖 啡	Many German dishes have a hot cake, usually with a cup of coffee, that is made with zinc, or other wooden dishes.
若要欣賞香港最好的景色，你可以離開香港島並前往對岸的九龍海濱。	又要欣賞香港最好的景色,你可以離開香港到明前往對岸的九龍海濱	若 要 欣 賞 香 港 最 好 的 景 色 你 可 以 離 開 香 港 島 並 前 往 對 岸 的 九 龍 海 濱	You can also visit the best views in Hong Kong from Hong Kong to Ming to the other side of the Yangtze River.
透過虛擬方式分享校外教學，也是回顧該次旅行和向未來班級分享經驗的好方法。	透過虛擬方式分享校外教學也是回顧該次旅行和向未來班級分享經驗的好方法。	透 過 虛 擬 方 式 分 享 校 外 教 學 也 是 回 顧 該 次 旅 行 和 向 未 來 班 級 分 享 經 驗 的 好 方 法	Sharing extracurricular learning in a virtual way is also a great way to reflect on the journey and share the experience with future classes.
甘藍汁會根據化學物質的酸鹼度變色。	金藍汁會根據化學物質的酸鹼度變色	甘 藍 汁 會 根 據 化 學 物 質 的 酸 鹼 度 變 色	Gold-blue juice changes color based on the acidity of the chemical.
此報告大力抨擊了行政機構現行對伊拉克政策的幾乎所有面向，並強烈主張立即改變方向。	次報告大力評擊療行政機構延行對伊拉克政策的幾乎所有面向並強烈主張立即改變方向。	此 報 告 大 力 抨 擊 了 行 政 機 構 現 行 對 伊 拉 克 政 策 的 幾 乎 所 有 面 向 並 強 烈 主 張 立 即 改 變 方 向	The report strongly criticizes the administration's continued efforts to address almost all aspects of Iraq's policy and strongly advocates immediate change of direction.
53 歲的古莫今年稍早上任為州長，上個月簽署了一項將同性婚姻合法化的法案。	53歲的古墨今年稍早上任委州長上個月簽署了韓張同盛婚姻合法法的法案	53 歲 的 古 莫 今 年 稍 早 上 任 為 州 長 上 個 月 簽 署 了 一 項 將 同 性 婚 姻 合 法 化 的 法 案	Gump, 53, who was elected governor of the Republic of Korea earlier this year, signed the Korean and Korean marriage law last month.
奧利佛‧薩克斯在他的文章〈總統的演講〉中，指出因為腦部受損而無法理解演講內容的人，仍然可以準確感受到演講者的誠意。	奧利佛撒克斯在他的文章總統的演講中指出因為老部受損而無法理解演講內容的人仍然可以準確感受到演講者的誠意。	奧 利 佛 ‧薩 克 斯 在 他 的 文 章 〈總 統 的 演 講 〉中 指 出 因 為 腦 部 受 損 而 無 法 理 解 演 講 內 容 的 人 仍 然 可 以 準 確 感 受 到 演 講 者 的 誠 意	In his article President's Talk, Oliver Sacks points out that people who can't understand the content of a talk because their boss is hurt can still feel the sincerity of the speaker.
因此，會加上這段話很有可能只是為了做標示。	因此,會加上這段話,很可等指示為了做標示。	因 此 會 加 上 這 段 話 很 有 可 能 只 是 為 了 做 標 示	So I'm going to add this to the text, and it's very useful to give instructions to mark it.
這些沉積物是形成野生動物棲地的河口沙洲和海灘的必要物質。	這些沉積物是形成野生動物棲地的河口沙洲和海灘的必要物質	這 些 沉 積 物 是 形 成 野 生 動 物 棲 地 的 河 口 沙 洲 和 海 灘 的 必 要 物 質	These deposits are essential for the sandy beaches and beaches where wildlife live.
請記得，就算主舞台的音樂演出結束了，音樂祭其它地方的表演仍有可能持續到深夜。	請記得,就算主舞台的音樂演出結束了,音樂在其他地方都表現有可能持續到深夜。	請 記 得 就 算 主 舞 台 的 音 樂 演 出 結 束 了 音 樂 祭 其 它 地 方 的 表 演 仍 有 可 能 持 續 到 深 夜	Remember, even after the main stage shows are over, music elsewhere can continue until late at night.
也許購買一張 Wild Card 聯票會比較划算，這種聯票可讓你進入南非某些精選的公園，或是南非所有的國家公園。	也許購買一張wellcard聯票會比較滑順,指出聯票罕讓你進入南非某些精神的公園,或是南非所有的國家公園。	也 許 購 買 一 張 wild card 聯 票 會 比 較 划 算 這 種 聯 票 可 讓 你 進 入 南 非 某 些 精 選 的 公 園 或 是 南 非 所 有 的 國 家 公 園	Maybe buying a wellcard ticket would be more smooth, pointing out that the ticket is rare enough to get you into some of South Africa's spiritual parks, or all of South Africa's national parks.
雖然無法確定，但我們認為牠可能有雙分舌。牠會吃烏龜、大型魚類、其他滄龍屬恐龍，甚至可能也會吃同類。	雖然無法確定但我們認為它可能有傷分析它會害烏龜、大型魚類、其他蒼龍屬恐龍甚至可能也會害同類	雖 然 無 法 確 定 但 我 們 認 為 牠 可 能 有 雙 分 舌 牠 會 吃 烏 龜 、大 型 魚 類 、其 他 滄 龍 屬 恐 龍 甚 至 可 能 也 會 吃 同 類	While we can't be sure, we think it might be harmful, and we analyze it as a threat to crows, big fish, other dinosaurs, and even to their kind.
當地由法國「維希」人 (Vichy) 所統治。 這些法國人在 1940 年與德國人和睦相處，並與侵略者合作而非對抗。	當地由法國維希人所統治, 謝謝法國人在1940年與德國人和睦相處, 並與侵略者合作而非對抗。	當 地 由 法 國 「維 希 」人 vichy 所 統 治 這 些 法 國 人 在 1940 年 與 德 國 人 和 睦 相 處 並 與 侵 略 者 合 作 而 非 對 抗	The area was ruled by French Vishes, and thanks to the French for their peace with the Germans in 1940 and their cooperation with the invaders, not against them.
前往重稅國家旅行的旅客，有時可以省下一筆不小的花費，尤其是在菸、酒等商品上。	前往重稅國家旅行的旅客有時可以散下一筆筆小的花費尤其是在燕酒等商品上	前 往 重 稅 國 家 旅 行 的 旅 客 有 時 可 以 省 下 一 筆 不 小 的 花 費 尤 其 是 在 菸 、酒 等 商 品 上	Travelers who travel to heavily taxed countries can sometimes spend a small amount, especially on goods like beer.
若是在冬季穿越北波羅的海，請確認您艙房的位置，因為對受影響最嚴重的艙房，穿過浮冰會產生非常可怕的噪音。	平時在冬季穿越北波羅的海,請確認倉房的位置,因為對手影響最嚴重的倉房,穿過浮冰會產生很可怕的噪音。	若 是 在 冬 季 穿 越 北 波 羅 的 海 請 確 認 您 艙 房 的 位 置 因 為 對 受 影 響 最 嚴 重 的 艙 房 穿 過 浮 冰 會 產 生 非 常 可 怕 的 噪 音	In winter, when crossing the Arctic Ocean, check the location of the warehouse, as the enemy will affect the most severe warehouse, and the ice will cause a terrible noise.
將這 2 種乾粉攪拌在一起，接著用沾了水的乾淨雙手將之擠壓成球狀。	將這兩種乾粉攪拌一起,接著用鮮料水的乾淨雙手將紙紮壓而成球狀	將 這 2 種 乾 粉 攪 拌 在 一 起 接 著 用 沾 了 水 的 乾 淨 雙 手 將 之 擠 壓 成 球 狀	Put these two dry powder cans together, and then use fresh water to press the paper into balls.
三國是中國古代歷史上最血腥的時代之一，成千上萬的人為爭奪坐上西安宏偉皇宮中的王位，而失去生命。	三國是中國古代歷史上最血腥的時代之一,成千上萬的人為爭奪,卓坐上西安洪位和觀眾的王位,而失去生命。	三 國 是 中 國 古 代 歷 史 上 最 血 腥 的 時 代 之 一 成 千 上 萬 的 人 為 爭 奪 坐 上 西 安 宏 偉 皇 宮 中 的 王 位 而 失 去 生 命	The Three Kingdoms were one of the bloodiest periods in ancient Chinese history, with thousands of people losing their lives to contend for the throne of Xi'an and the audience.
裴利表示，他將「返回德州評估今晚決策會議結果，判斷自己在這場選戰中是否還有機會繼續挺進」，但後來卻說他將繼續參選，並參加 1 月 21 日的南卡羅萊納州初選。	菲利表示他將返回德州評估今晚缺繳的決策會議結果判斷自己在這場選戰中是否有機會繼續挺進但後來卻說他將繼續參選並參加1月21日的南卡羅來納州初選	裴 利 表 示 他 將 「返 回 德 州 評 估 今 晚 決 策 會 議 結 果 判 斷 自 己 在 這 場 選 戰 中 是 否 還 有 機 會 繼 續 挺 進 」但 後 來 卻 說 他 將 繼 續 參 選 並 參 加 1 月 21 日 的 南 卡 羅 萊 納 州 初 選	Philly said he would return to Texas to assess the outcome of the tonight's vote-sharing meeting to decide whether he would have a chance to advance in the election, but later said he would continue to run and run in South Carolina's primary on January 21.
哲學家亞里斯多德立論，萬物皆由土、水、空氣及火等四要素中的一至多項所構成。	哲學家阿里斯多德納倫,萬物加油土、水、空氣及火等四種要素中的一致多項所構成。	哲 學 家 亞 里 斯 多 德 立 論 萬 物 皆 由 土 、水 、空 氣 及 火 等 四 要 素 中 的 一 至 多 項 所 構 成	The philosopher Aristotle Naron, the founder of the philosophy of the universe, said that everything is made up of four elements: oil, water, air, and fire.
自從 1537 年亞松森建城以來，巴拉圭就設法保持當地的諸多特色與風貌。	自從一五三七年,雅松森建成以來,巴拉龜就設法,保持當地的豬多特色與風貌。	自 從 1537 年 亞 松 森 建 城 以 來 巴 拉 圭 就 設 法 保 持 當 地 的 諸 多 特 色 與 風 貌	And it came to pass in the fifth and seventh years of the year that the city of Jathonsen was built, that the city of Balak kept the features and the manner of the pigs of the land.
二戰結束不過兩年，原本的盟友就成了敵人，冷戰開始。	二戰結束不過兩年,原本的盟友就成了敵人,硬戰開始!	二 戰 結 束 不 過 兩 年 原 本 的 盟 友 就 成 了 敵 人 冷 戰 開 始	Two years after World War II, our original allies became enemies and a hard war began.
美國體操協會為美國奧委會的來信背書，並認同奧林匹克大家庭絕對有需要為我們所有的運動員推動安全的環境。	美國體操協會為美國澳委會的來順背書並認同澳林匹克大家停絕對有需要為我們所有的運動員推動安全的環境	美 國 體 操 協 會 為 美 國 奧 委 會 的 來 信 背 書 並 認 同 奧 林 匹 克 大 家 庭 絕 對 有 需 要 為 我 們 所 有 的 運 動 員 推 動 安 全 的 環 境	The American Gymnastics Association has come to the United States and Australia to recognize that there is a need for Australian athletes to be safe for all of our athletes.
休恩已辭職，他在內閣的職位將由愛德·戴維議員接任。諾曼·蘭姆議員有望接替戴維，出任商務大臣一職。	悠恩以辭職,他在內的職位將由愛德大圍議員接任。諾曼蘭武議員有望接替大圍出任商務大臣一職。	休 恩 已 辭 職 他 在 內 閣 的 職 位 將 由 愛 德 ·戴 維 議 員 接 任 諾 曼 ·蘭 姆 議 員 有 望 接 替 戴 維 出 任 商 務 大 臣 一 職	Yoon resigned and his position was to be filled by Ed Genghis Khan, who was expected to succeed him as the Minister of Commerce.
