1.Reference_Arabic_Audio	2.Whisper_ASR_Prediction	3.Reference_English_Target	4.MT_English_Prediction
يمكنك أن تسمع صوت السيّاح والبائعين هنا دائماً عادةً. فقصة الصوت والضوء تشبه قصة كتابٍ.	يمكنك أن تسمع صوت السياح والبائعين هنا دائماً عادة، فقصة الصوت والدوء تشبه قصة كتاب.	Usually you always here the sound of tourists and vendors. The story of the sound and light is just like a story book.	You can always hear tourists and salesmen here, usually, the sound story and the lights are like a book story.
ومنذ عام 1988، توجّب أن تكون صناديق الاقتراع شفافة بحيث يمكن للناخبين والمراقبين أن يتأكدوا من عدم وجود مغلفات في بداية التصويت، وأنه لا يتم إضافة مغلفات إلا مغلفات الناخبين المسجلين والمصرّح لهم حسب الأصول والمفوضين.	ومنذ عام 1988 توجّب أن تكون سنضيق الإقتراع الشفافة، بحيث يمكن للناخبين والمراقبين أن يتأكدوا من عدم وجود مغلفات في بداية التصويد، وأنه لا يتم إضافة مغلفات إلا مغلفات الناخبين المسجلين والمصرح لهم حسب الأصول والمفوزين.	Since 1988, ballot boxes must be transparent so that voters and observers can witness that no envelopes are present at the start of the vote and that no envelopes are added except those of the duly counted and authorized voters.	Since 1988, we have had to narrow down the transparent ballot so that voters and observers can make sure that there are no envelopes at the beginning of the shooting and that only duly registered and authorized voters &apos; envelopes are added.
حقبة الممالك الثلاثة هي واحدة من أكثر الحقب دمويةً في تاريخ الصين القديمة مات آلاف من الناس خلال القتال في سبيل الجلوس على أعلى المقاعد في القصر الكبير في شيان.	حُقبة الممالك الثلاثة هي واحدة من أكثر الحقب دموية في تاريخ الصين القديمة. مات آلاف من الناس خلال القتال في سبيل الجلوس على أعلى المقاعد في القصر الكبير في شيح.	The Three Kingdoms was one of the bloodiest eras in Ancient China’s history thousands of people died fighting to sit in the highest seat in the grand palace at Xi’an.	The three kingdoms are one of the bloodiest times in ancient China's history. Thousands of people died during the fight to sit on the highest seats in the Grand Palace in Shih.
وعلى نحو مماثل، فمن خلال الحصول على تأشيرة شنغن، لن تكون في احتياج إلى التقدم بطلب للحصول على تأشيرات الدخول لكل دولة من البلدان الأعضاء في شنغن على حدة، وبالتالي توفير الوقت والمال والأعمال الورقية.	وعلى نحوٍ مماثلٍ، فمن خلال الحصول على تأشيرة شنغن، لن تكون في احتياج إلى التقدم بطلب للحصول على تأشيرات الدخول لكل دولة من البلدان الأعضاء في شنغن على أحدة، وبالتالي توفير الوقت والمال والأعمال الورقية.	Similarly, by having a Schengen visa, you do not need to apply for visas to each of the Schengen member countries separately, hence saving time, money and paperwork.	Similarly, by obtaining a Schengen visa, they would not need to apply for entry visas for each Schengen member country on one of them, thereby saving time, money and paperwork.
ولا يملك المرء إلا أن يتساءل عما قد تصبح عليه لوحة المفاتيح حين يأتي شيء أحدث منها.	ولا يملك المرة إلا أن يتسال عما قد تصبح عليه لوحة المفاتيح، حين يأتي شيئاً أحدث منها.	One can only wonder what the keyboard will become when something newer comes along.	And he can only ask what the keyboard might become when something new comes up.
مركز التأمل التبتي هو الإله يوجا. من خلال تصور الآلهة المختلفة، يتم تنظيف قنوات الطاقة، وتنشيط الشاكرا، وخلق وعي التنوير.	مركز التأمل التبتي هو الإله يوجى من خلال تصور الآليه المختلفة، يتم تنظيف قناوات الطاقة، وتنشيت الشكرة، وخلق وعي التنوير.	The center of Tibetan meditation is the Deity Yoga. Through the visualization of various deities the energy channels are cleaned, the chakras are activated and the enlightenment consciousness is created.	The Tibetan Meditation Center is the God of Yogi by conceptualizing different mechanisms, cleaning energy channels, brewing thanksgiving, and creating an awareness of enlightenment.
بإمكان المسافرين المتجهين إلى بلدان تفرض ضرائب مرتفعة، في بعض الأحيان، أن يوفروا مبلغ مالي كبير، وبالأخص فيما ينفقونه على منتجات كالمشروبات الكحولية والتبغ.	بإمكان المسفرين المتجهين إلى بلدان تفرد ضراعي مرتفعة في بعض الأحيان أن يوفروا مبلغ مالي كبير، وبالأخاص فيما ينفقون على منتجاتك المشروبات الكحولية والتبغ.	Travellers bound for countries with heavy taxation can sometimes save a considerable amount of money, especially on products such as alcoholic beverages and tobacco.	Travelers to high-handed countries can at times provide a large amount of money, especially as they spend on their alcohol and tobacco products.
يقع الأرخبيل علي بعد 120 كيلومتر من شمال شبه الجزيرة. الأكبر هي جزيرة الملك جورج وبها مستوطنة فيلا لاس إستريلاس.	يقع الأرخبيل على بعد 120 كم من شمال شبه الجزيرة. الأكبر هي جزيرة الملك جورج، وبها مستوطنة فيلا لاس إستريلاس.	The archipelago lies 120 km north of the Peninsula. The largest is King George Island with the settlement of Villa Las Estrellas.	The archipelago is located 120 km north of the peninsula. The largest is King George's Island, with the settlement of Villa Las Estrellas.
"وخلال الليل تم عمل ما بين 150 و200 نسخة، تعرف الآن باسم ""نشرات دنلاب النقدية""."	وخلال الليل تم عمل ما بين 150 و 200 نسخة، تعرف الآن باسم نشارات دنلاب النقدية.	"Through the night between 150 and 200 copies were made, now known as ""Dunlap broadsides""."	During the night, between 150 and 200 copies were made, now known as Dunlap Cash Signs.
"""هذا لن يكون وداعاً. هذا هو إغلاق فصل وبداية فصل جديد."""	هذا لن يكون وداً. هذا هو إغلاق فصله وبدية فصله جديد.	"""This is not going to be goodbye. This is the closing of one chapter and the opening of a new one."""	This isn't going to be friendly. This is shutting down his class and starting his new class.
يبلغ عدد سكان مدينة الفاتيكان حوالي ٨٠٠. وهي أصغر دولة مستقلة في العالم وأقل تعدادٍ سكانيِّ.	يبلغ عدد سكان مدينة الفتكان حوالي 8، وهي أصغر دولة مستخلة في العالم وأقل تعداد سكاني.	Vatican City's population is around 800. It is the smallest independent country in the world and the country with the lowest population.	The population of the city of Al-Fatkan is about 8, the smallest insolvable nation in the world and the lowest in the population.
جميع الأسماء، بالإضافة إلى كلمة Sie بالنسبة لك، تبدأ دائماً بحرف كبير، حتى في منتصف الجملة.	السأاي إيه، جميع الأسماء بالإضافة، لكن ما بالنسبة للك، تبدأ دائماً بحافة كبيرة حتى في المنتصف الجملة.	All nouns, alongside the word Sie for you, always begin with a capital letter, even in the middle of a sentence.	The S.A., all the names plus, but what's yours, always starts with a big edge even in the middle of the sentence.
أدى ضاربا الكرة المتمركزين في الوسط، ساشين تيندولكار وراهول درافيد، جيدًا وأقاما شراكة أكسبت للفريق مائة نقطة.	أدى ضرب الكرة المتمركزين في الوسط ساشين تندولكار وراهول درافد جيداً وأقامة شراكة أكسبت للفريق 100 نقطة.	Middle order batsmen, Sachin Tendulkar and Rahul Dravid, performed well and made a hundred-run partnership.	The hits of the ball positioned in the middle led to good performance by Sachin Tendulkar and Rahul Dravd and the establishment of a 100-point partnership for the team.
ولا شيء يمكن رؤيته غير السماء الصافية الجميلة فوق الجبال الكثيرة المحيطة. لا يمكن مشاهدة أو سماع سوى القليل جداً من هذا العالم داخل الكهف.	ولا شيء يمكن رؤيته غير السماء الصافية الجميلة، فوق الجبال الكثير المحيطة، لا يمكن مشاهدة أو سماع سوال قليل جداً من هذا العالم داخل الكاف.	Nothing can be seen other than the clear, beautiful sky above and the many surrounding mountains. Very little of this world can be seen or heard from inside the cave.	And nothing can be seen other than the beautiful, pure sky, over the many mountains surrounding it, there can be no sighting or hearing of very few questions from this world inside the K.
"هناك فكرتان عامّتان مشترَكتان في معظمِ تفسيرات الحتميةِ التكنولوجيّة: أنّ تطوّر التّكنولوجيا نفسها يتبع مساراً إلى حدٍ كبيرٍ يتجاوز التّأثير الثّقافي أو السّياسي، وأن هذه التكنولوجيا بدورها لها ""تأثيراتٍ"" على المجتمعات المتأصّلة، بدلاً من المرتبطةِ بالمجتمع."	هناك فكرتان عامتان مشتركتان في معظم تفسيرات الحتمية التكنولوجية، أن تطور التكنولوجيا نفسها يتبع مساراً إلى حدٍ كبير يتجاوز التأثير السقافي أو السياسي، وأن هذه التكنولوجيا بدورها لها تأثيرات على المجتمعات المتأصلة بدلاً من المرتبطة بالمجتمع.	"Most interpretations of technological determinism share two general ideas: that the development of technology itself follows a path largely beyond cultural or political influence, and that technology in turn has ""effects"" on societies that are inherent, rather than socially conditioned."	There are two general ideas that are common to most interpretations of the technological imperative, that the development of technology itself follows a path that goes far beyond the fallacious or political influence, and that, in turn, it has implications for societies that are rooted rather than associated with society.
تسمح إمكانية عمل المعيار على الترددين أن يكون متوافقاً مع معايير سابقة له وتحديداً 802.11a و802.11b و802.11g وذلك على شرط امتلاك المحطة الأساسية لأجهزة راديو مزدوجة.	تسمح إمكانية عمل المعيار على الترددين أن يكون متوافقاً مع معايير إي سابقة لهوة تحديداً 802.11 وذلك على 802.11 وجي و 802.11 وجي شرط متلاك المحطة الأساسية لأكيزة رديو مزدويجة.	This will allow it to be backwards compatible with 802.11a, 802.11b and 802.11g, provided that the base station has dual radios.	The possibility for the standard to operate on frequencies allows for the standard to be compatible with any pre-identity criteria of 802.11 on 802.11, G and 802.11 and G on the condition that the base station of a double-edged radio casings is in possession.
تيارات السحب هي التدفق العائد من الأمواج التي تقطع الشاطئ، غالباً عند الشعاب المرجانية أو شيءٍ من ذلك القبيل.	طيرات السحب هي التدفق العائد من الأمواجل التي تقطع الشاطئ غالباً عند الشعاب المرجانية أو شيء من ذلك القابلة.	Rip currents are the returning flow from waves breaking off the beach, often at a reef or similar.	The clouds are the flow back from the waves that often cut off the beach at the coral reefs or something.
كلّما قل رقم روسبي، كلما قل نشاط النجم بالنسبة للتقلّبات المغناطيسيّة.	كل ما قل رقم روسبي كل ما قل نشاط النجم بالنسبة للتقلبات المغناطيسية.	The smaller the Rossby number, the less active the star with respect to magnetic reversals.	Everything that said Rusby's number, everything that didn't have the star's activity for magnetic fluctuations.
يوجد رسوم يومية للحفاظ على المنتزه والدخول إليه،أسوة بجميع المتنزهات الوطنية في جنوب إفريقيا.	يُجد رسوم يومية للحفاظ على المنتزة والدخول إليه أسوةً بجميع المتنزيهات الوطنية في جنوب إفريقيا.	As with all South African National Parks, there are daily conservation and entry fees for the park.	Daily fees are found to keep the park and access it, as are all national parks in South Africa.
يتم عرض المشاهد على الأهرامات و تضاء الأهرامات المختلفة.	يتم عرض المشاهد على الأهرامات وتضاء الأهرامات المختلفة.	The scenes are displayed on the pyramids and the different pyramids are lit up.	The scenes are shown on pyramids and the various pyramids are lit.
يتغير لون عصير الملفوف اعتمادًا على مدى حمضية المادة الكيميائية أو قلويتها.	يتغير لون عصير الملفوف اعتمادًا على مدى حمضية المادة الكيميائية أو قلويتها.	The cabbage juice changes color depending on how acidic or basic (alkaline) the chemical is.	The color of cabbage juice changes depending on the acidity or alkaline of the chemical.
لقد عرف الناس بوجود العناصر الكيميائية الأساسية مثل الذهب والفضة والنحاس منذ العصور القديمة، حيث يمكن اكتشاف كل هذه العناصر في الطبيعة في شكلها الأصلي ويمكن استخراجها بطريقة سهلة نسبياً باستخدام أدوات بدائية.	لقد عرف الناس بوجود العناصر الكيميائية الأساسية مثل الذهب والفضة والنحاث منذ العصور القديمة، حيث يمكن اكتشاف كل هذه العناصر في الطبيعة في شكلها الأصلي ويمكن استخراجها بطريقة سهلة نسبياً باستخدام أدوات بداية.	People have known about basic chemical elements such as gold, silver, and copper from antiquity, as these can all be discovered in nature in native form and are relatively simple to mine with primitive tools.	People have known the existence of essential chemical elements such as gold, silver and freshness since ancient times, where all these elements in nature can be discovered in their original form and can be extracted in a relatively easy way using start-up tools.
يجب على كل من يقود سيارته على ارتفاعات عالية أو فوق الممرّات الجبليّة أن يأخذ بعين الاعتبار إمكانيّة تساقط الثّلوج أو الجليد أو درجات الحرارة تحت الصّفر.	يجب على كل من يقود سيارته على ارتفاعات عالية أو فوق الممرات الجبلية أن يأخذ بعين الاعتبار إمكانية التساقط الثلوج أو الجليد أو درجات الحرارة تحت الصفر.	Anyone who's going to drive at high latitudes or over mountain passes should consider the possibility of snow, ice, or freezing temperatures.	Any person driving at high altitudes or above mountain corridors must take into account the possibility of snow, ice or sub-zero temperatures.
انفجرت قنبلة واحدة خارج مكتب الحاكم العام.	انفجرت أمبلا واحدة خارج مكتب الحاكم العام.	One bomb exploded outside the governor general's office.	One Ambla exploded outside the Governor General's office.
"وخلال الليل تم عمل ما بين 150 و200 نسخة، تعرف الآن باسم ""نشرات دنلاب النقدية""."	وخلال الليل، تم عمل مبين ميو خمسين ومتين نسخة، تعرف الان باسم نشارات دينلاب أدناقدية.	"Through the night between 150 and 200 copies were made, now known as ""Dunlap broadsides""."	During the night, a 50-and-a-half-time version, now known as the Dinlab Inganda Signals, was made.
وفي الحقيقة، فليس من السهل العثور عليه على الإطلاق حتى لو كنت تعلم بوجوده. فبمجرد الدخول إلى الكهف ، تصبح في عزلةٍ تامةٍ.	وفي الحقيقة، فليس من السهل العثور عليه على الإطلاق، حتى لو كنت تعلم بوجوده، فبمجرد الدخول إلى الكهف، تصبح في عزلة تمه.	In fact, it is not easy to find at all even if one knew it existed. Once inside the cave, it is a total isolation.	In fact, it is not easy to find him at all, even if you know he exists, once you enter the cave, you are isolated.
السبائك هي بشكل أساسي خليط من اثنين أو أكثر من المعادن. لا تنسَ أن هناك العديد من العناصر في الجدول الدوري.	السبائق هي بشكل أساسي خليط من أثنين أو أكثر من المعادن. لا تنس أن هناك العديد من العناصر في الجدوى للدوري.	Alloys are basically a mixture of two or more metals. Don't forget that there are many elements on the periodic table.	The race is essentially a mixture of two or more metals. Don't forget that there are many elements in the utility of the patrol.
قامت فرقة إيروشميث بإلغاء باقي حفلاتهم في جولتهم الموسيقية.	قمت فرقة أيروشمات بإلغاء باق حفلتهم في جولتهم الموسيقية.	Aerosmith have cancelled their remaining concerts on their tour.	Erushmat's band canceled the rest of their concert on their tour.
تيارات السحب هي التدفق العائد من الأمواج التي تقطع الشاطئ، غالباً عند الشعاب المرجانية أو شيءٍ من ذلك القبيل.	طيوات السحب هي تدفق العائد من الأمواج التي تقطع الشرطة غالباً عند الشعب المهجنية أو شيء من ذلك القبيل.	Rip currents are the returning flow from waves breaking off the beach, often at a reef or similar.	The folds of clouds are the flow of revenue from waves that often cut the police off at the hybrid people or something.
أولاً، يرتدي معظم الخيالين أحذية ركوب الخيل ذات الكعب والنعل الناعم الضيق للغاية.	أولاً، يرتدي معظم الخيالين أحذية روكوب الخيل ذات كعب والنعل النعم الضيق للغاية.	First, most riders wear riding boots with a heel and a smooth, quite narrow, sole.	First, most fantasies wear horse-chip shoes with heel and soles of extremely narrow grace.
المناطق الكبيرة في الشمال هي مناطق قليلة السكان نوعا ما والبعض غير مأهول تقريبا.	المناطق الكبيرة في الشمال هي مناطق قليلة السكان نوعاً ما، والبعض غير مأهول تقريباً.	Large areas further north are quite sparsely populated and some is nearly uninhabited wilderness.	The large areas in the north are somewhat under-populated, and some are almost uninhabited.
خلال العشرينيات من القرن الماضي، كانت المواقف السائدة عند معظم المواطنين والأمم هي المسالمة والعزلة.	خلال العشرينيات من القرن الماضي، كانت المواقف السائدة عند معظم المواطنين والأمم هي المسالمة والعزلة.	During the 1920s, the prevailing attitudes of most citizens and nations was that of pacifism and isolation.	During the 1920s, the prevailing attitudes of most citizens and nations were peaceful and isolated.
تم عمل الإعلان بعد أن قام ترامب بمحادثة هاتفية مع الرئيس التركي رجب الطيب أردوغان.	تم عمل الإعلام بعد أن قمت رنب محادثة هاتفية مع الرئيس التركي رجب الطيب أردغان.	The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdoğan.	The media was made after you rang a telephone conversation with Turkish President Recep Tayyip Ardgan.
زئير النمر ليس كزئير الأسد كامل الصوت، لكنه أقرب إلى الصياح بكلمات غاضبة.	زائر النمر ليس كزائر الأسد كامل الصوت، لكنه أقرب إلى السياح بكلمات غاضبة.	The tiger's roar is not like the full-voiced roar of a lion, but more like a sentence of snarly, shouted words.	The leopard's visitor is not like the lion's full voice, but he's more of an angry word to tourists.
وعلى نحو مماثل، فمن خلال الحصول على تأشيرة شنغن، لن تكون في احتياج إلى التقدم بطلب للحصول على تأشيرات الدخول لكل دولة من البلدان الأعضاء في شنغن على حدة، وبالتالي توفير الوقت والمال والأعمال الورقية.	وعلى نحو مماثل، فمن خلال الحصول على تأشير الشنجن، لن تكون في احتياج إلى التقدم بطلب للحصول على تأشيرات الدخول لكل دولة من بلدان الأعضاء في شنجن، على حدى، وبالتالي توفير الوقت والمال والأعمال الورقية.	Similarly, by having a Schengen visa, you do not need to apply for visas to each of the Schengen member countries separately, hence saving time, money and paperwork.	Similarly, by obtaining the convulsions, they would not need to apply for entry visas for each of the Schengen member countries, on an exclusive basis, thus saving time, money and paperwork.
مع ذلك، فإن النسبة المئوية لمرض السلّ شديد المقاومة للأدوية في إجمالي مجموعة المصابين بالسلّ ما تزال مُنخفضة؛ حيث يُصاب 6000 من إجمالي 330000 شخص في أي لحظة محددة بجنوب إفريقيا.	فإن النسبة المأوية لمرض السل لشديد المقاومة للأدوية في إجمال مجموعة المصابين بالسل ما تزال منخفضة، حيث يصاب 6000 من إجمال 330 ألف شخص في أي لحظة محددة بجنوب أفريقيا.	However, the percentage of XDR-TB in the entire group of people with tuberculosis still seems to be low; 6,000 of the total 330,000 people infected at any particular moment in South Africa.	The proportion of acutely drug-resistant tuberculosis shelter in the total group of people living with tuberculosis remains low, with 6,000 out of a total of 330,000 people infected at any given moment in South Africa.
ويوضع الأطفال في إطار الرعاية الحاضنة لأسباب متنوعة تتراوح بين الإهمال والإيذاء وحتى الابتزاز.	ويضع الأطفال في إطار الرعاية الحاضنة لأسباب متنوعة تتراوح بين الإهمال والإذاء وحتى الابتزاز.	Children are placed in Foster Care for a wide variety of reasons that range from neglect, to abuse, and even to extortion.	Children are placed in foster care for a variety of reasons ranging from neglect to abuse to extortion.
تتكون عائلة الأسود من واحد إلى ثلاثة ذكور بالغين، بالإضافة إلى ما يصل إلى ثلاثين أنثى وشبلاً.	تتكون عائلة الإصود من واحد إلى ثلاثة ذكور بارغين، بالإضافة إلى ما يصل إلى ثلاثين أُنصا وشبلاً.	Prides are made up of one to three related adult males, along with as many as thirty females and cubs.	The Escort family consists of 1 to 3 male barge, plus up to 30 Escorts and Cubs.
تعتبر عناصر مثل الكالسيوم والبوتاسيوم من المعادن. وهناك بالطبع معادن مثل الفضة والذهب أيضاً.	تُعتبر عناصر مثل الكالسيوم والبوتاسيوم من المعادن، وهناك بالطبع معادن مثل الفضة والذهب أيضاً.	Elements like calcium and potassium are considered metals. Of course, there are also metals like silver and gold.	Elements such as calcium and potassium are considered metals, and there are, of course, metals such as silver and gold as well.
وقال مدير الشرطة شاندرا شيخار سولانكي إن المتهمين مثلوا أمام المحكمة بوجوه مغطاة.	وقال مدير الشرطة شاندرا شيخار، سورينكي إن المتهمين مُثلوا أمام المحكمة بوجوه مغطى.	Police superintendent Chandra Shekhar Solanki said the accused appeared in court with covered faces.	Police Director Chandra Shekhar, Sorenki, said that the accused had appeared in court with covered faces.
يشارك الجميع في المجتمع ويستخدمون أنظمة المواصلات. يشتكي الجميع من أنظمة المواصلات.	يشارك الجميع في المجتمع ويستخدمون أنظمة المواصلات، يشتكل الجميع من أنظمة المواصلات.	Everyone participates in society and uses transportation systems. Almost everyone complains about transportation systems.	Everybody participates in society and uses transportation systems, all of which are made up of transportation systems.
الحضارة هي ثقافةٌ فرديةٌ مشتركةٌ بين مجموعةٍ كبيرة من الناس الذين يعيشون ويعملون بشكل تعاوني، مجتمع.	الحدارة هي ثقافة فردية مشتركة بين مجموعة كبيرة من الناس الذين يعيشون ويعملون بشكل تعاوني مجتمع.	A civilization is a singular culture shared by a significant large group of people who live and work co-operatively, a society.	Patience is an individual culture shared by a large group of people who live and work cooperatively in a community.
التعلم التفاعلي ليس طريقة للتعلم ولكنها بالأحرى وسيلة مساعدة تقدم الدعم للأفراد الذين يمرون بتجربة تعليمية جديدة مثل استخدام برنامج كمبيوتر جديد أو بدء مشروع جديد.	تعلم التفاعلي ليس طريقة للتعلم، ولكنها بالأحرة وسيلة مساعدة تقدم الدعم للأفراد الذين يمرون بتجربة تعليمية جديدة، مثل استخدام برنامج كمبيوتر جديد أو بدء مشروع جديد.	Scaffolding is not a method of learning but rather an aid that provides support to individuals whom are undergoing a new learning experience such as using a new computer program or beginning a new project.	Interactive learning is not a way to learn, but it is a means of helping individuals who are experiencing a new learning experience, such as using a new computer program or starting a new project.
انفجرت قنبلة واحدة خارج مكتب الحاكم العام.	انفجرت قمبلة واحدة خارج مكتب الحاكم العان.	One bomb exploded outside the governor general's office.	One bomb exploded outside the governor's office.
تمّكن العلماء من استنتاج أن المادة الداكنة تؤثر على المادة الداكنة الأخرى بنفس الطريقة التي تؤثر بها المادة الطبيعية.	تمكن العلماء من استنتج أن المددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددددد	The scientists were able to conclude that the dark matter affect other dark matter in the same way regular matter does.	Scientists were able to conclude that the periods of time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time, time.
ومن بين أكثر الطرق شيوعاً التي تستخدم لتوضيح أهمية التنشئة الاجتماعية، الاعتماد على الحالات القليلة المؤسفة للأطفال الذين عانوا، من خلال الإهمال أو سوء الحظ أو الإيذاء المتعمد، غير مرتبطين اجتماعياً من جانب البالغين أثناء نشأتهم.	ومن بين أكثر الطرق شيوعًا التي تستخدم لتوضيح أهمية تنشأة الاجتماعية الإعتماد على الحالات القليلة المؤسفة للأطفال الذين عانوا من خلال الإهمال أو سوء الحظ أو الإيزاء المتعمد غير مرتبطين اجتماعيًا من جانب البالغين أثناء نشأتهم.	One of the most common methods used to illustrate the importance of socialization is to draw upon the few unfortunate cases of children who were, through neglect, misfortune, or wilful abuse, not socialized by adults while they were growing up.	One of the most common ways of clarifying the importance of social development is to rely on the few unfortunate cases of children who have suffered through neglect, misfortune or deliberate debauchery that are not socially linked by adults during their development.
كوني حازمة في رفض الرجال، ولا تخافي من التمسك بموقفك (لا تجعل الاختلافات الثقافية الأمر مقبولاً!).	كون حازماً في رفض الرّجال، ولا تخافي من التمسّك بموقفك. لا تجعل الاختلافات الثّخافية الأمراً مقبولاً.	Be firm in turning down men, and don't be afraid to stand your ground (cultural differences or not, it doesn't make it ok!).	Be firm in rejecting men, and don't be afraid to hold on to your position.
تحتوي العديد من المخبوزات الألمانية على اللوز، والبندق، وجوز الأشجار الأخرى. وغالبًا ما يتم تناول الكعك الشعبي خصيصاً مع فنجان من القهوة القوية.	تحتوي العديد من المخبزات الألمانية على الوز والبندق وجوز الأشجار الأخرى، وغالباً ما يتم تناول الكاك الشعبي خصيصاً مع فنجان من القهوة القوية.	Many German baked goods also feature almonds, hazelnuts, and other tree nuts. Popular cakes often pair particularly well with a cup of strong coffee.	Many German bakeries contain geese, nuts and other tree nuts, and people &apos; s cakes are often eaten specifically with a cup of strong coffee.
تصنع النباتات طعامها من الشمس من خلال التمثيل الضوئي. كما يوفرون الظل.	تصنع النباتات طعامها من الشمس من خلال التمثيل الدوئي كما يوفرون الزل.	Plants make their food from the sun by photosynthesis. They also provide shade.	Plants make their food out of the sun through pharmacological representation as they provide a slip.
وفي الحقيقة، فليس من السهل العثور عليه على الإطلاق حتى لو كنت تعلم بوجوده. فبمجرد الدخول إلى الكهف ، تصبح في عزلةٍ تامةٍ.	وفيل حقيقة، فليس من السهل العصوى عليه حر الإطلاق، حتى لو كنت تعلم بوجوده، فمجار الدخوي آل الكهف تصبح فعز لتمه.	In fact, it is not easy to find at all even if one knew it existed. Once inside the cave, it is a total isolation.	Phil's real, it's not easy to stab him free to shoot, even if you know he's there, the cave's steaming sewers become his goat.
سَيسْمح ذلك للاعبين بالتحكم في الأفعال والحركات في ألعاب الفيديو عن طريق التلويح بالجهاز في الهواء.	سيسمح ذلك للاعبين بالتحكم في الأفعال والحركات في ألعاب الفيديو عن طريق التلويح بالجهاز في الهواء.	This will allow players to control actions and movements in video games by moving the device through the air.	This will allow players to control actions and movements in video games by waving the device into the air.
لقد جعل دفاع الفريق المنضبط ومهاراته في التعامل مع الكرة وعمله الجماعيُّ الممتاز، فريق متميز وكان من الواضح أن هذا هو الفريق الذي يجب التغلب عليه.	قد جعل دفاع الفريق المندابط ومهاراته في التعامل مع الكرة، وعمله الجماعي الممتاز. فريق المتميز وكان من الواضح أن هذا هو الفريق الذي يجب التغلب عليه.	Their disciplined defence, ball handling skills and excellent team work made them stand out and it was clear that this was the team to beat.	He made the team's defense, his skills in dealing with the ball, his excellent team work, and it was clear that this was the team that had to be overcome.
تتناقض المدينة بشكل صارخ مع بقية مدن الدولة، لأنها تتميز بطابع عربي أكثر منه إفريقي.	تتناقد المدينة بشكل صارخ مع بقية مدن الدولة لأنها تتميّز بطابع عربي أكثر منه أفريقي.	The city is in stark contrast to the rest of the country's cities, because it has more of an Arabic flair than of an African.	The city is blatantly critical of the rest of the country because it is more Arab than African.
يشارك الجميع في المجتمع ويستخدمون أنظمة المواصلات. يشتكي الجميع من أنظمة المواصلات.	يشارك الجميع في المجتمع، ويستخدمون أنظمة المواصلات، يشتكي الجميع من أنظمة المواصلات.	Everyone participates in society and uses transportation systems. Almost everyone complains about transportation systems.	Everyone participates in society, uses transportation systems, and everyone complains about transportation systems.
أوروبا قارة صغيرة نسبياً ولكن فيها العديد من الدول المستقلة. وفي ظل الظروف العادية، فإن السفر عبر عدة بلدان يعني اضطرارك إلى المرور عبر طلبات الحصول على التأشيرة ومراقبة جوازات السفر عدة مرات.	أوروبا قارة صغيرة نسبياً ولكن فيها العديد من الدول المستقلة، وفي ظل الظروف العادية، فإن السفر عبر عدة بلدان يعني الطرارك إلى المرور عبر طلبات الحصول على التأشيرة ومراقبة جاوزات السفر عدة مرات.	Europe is a continent that is relatively small but with many independent countries. Under normal circumstances, travelling through multiple countries would mean having to go through visa applications and passport control multiple times.	Europe is a relatively small continent, but there are many independent States, and under normal circumstances, travel through several countries means moving through visa applications and controlling travel overruns several times.
الحضارة هي ثقافةٌ فرديةٌ مشتركةٌ بين مجموعةٍ كبيرة من الناس الذين يعيشون ويعملون بشكل تعاوني، مجتمع.	الحدارة هي ثقافة فردية مشتركة بين مجموعة كبيرة من الناس الذين يعيشون ويعملون بشكل تعاوني مجتمع.	A civilization is a singular culture shared by a significant large group of people who live and work co-operatively, a society.	Patience is an individual culture shared by a large group of people who live and work cooperatively in a community.
"في الأسبوع الماضي، أعلنت METI أن Apple أبلغتها بـ 34 حادثا إضافيا من حوادث الانهاك، أطلقت عليها الشركة اسم ""غير خطيرة""."	أن METI في الأسبوع الماضي أعلنت أبلاغتها ب34 حادثًا إضافية من أبل حوادث الإنهاج أطلقت عليها الشركة اسم غير خطيرة.	"Last week, METI announced that Apple had informed it of 34 additional overheating incidents, which the company called ""non-serious."""	That last week METI announced 34 more of the Apple Abrasions that the company called a non-dangerous name.
